8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-504|Liquidation of damages.|<p>(1) Damages payable by either party for default, or any other act or omission, including indemnity for loss or diminution of anticipated tax benefits or loss or damage to lessor's residual interest, may be liquidated in the lease agreement but only at an amount or by a formula that is reasonable in light of the then anticipated harm caused by the default or other act or omission.</p><p>(2) If the lease agreement provides for liquidation of damages, and such provision does not comply with subsection (1) of this section, or such provision is an exclusive or limited remedy that circumstances cause to fail of its essential purpose, remedy may be had as provided in this title.</p><p>(3) If the lessor justifiably withholds or stops delivery of goods because of the lessee's default or insolvency, under § <a href='http://law.lis.virginia.gov/vacode/8.2A-525/'>8.2A-525</a> or § <a href='http://law.lis.virginia.gov/vacode/8.2A-526/'>8.2A-526</a>, the lessee is entitled to restitution of any amount by which the sum of his or her payments exceeds:</p><p>(a) The amount to which the lessor is entitled by virtue of terms liquidating the lessor's damages in accordance with subsection (1) of this section; or</p><p>(b) In the absence of those terms, twenty percent of the then present value of the total rent the lessee was obligated to pay for the balance of the lease term, or, in the case of a consumer lease, the lesser of such amount or $500.</p><p>(4) A lessee's right to restitution under subsection (3) of this section is subject to offset to the extent the lessor establishes:</p><p>(a) A right to recover damages under the provisions of this Article other than subsection (1) of this section; and</p><p>(b) The amount or value of any benefits received by the lessee directly or indirectly by reason of the lease contract.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-505|Cancellation and termination and effect of cancellation, termination, rescission, or fraud on rights and remedies.|<p>(1) On cancellation of the lease contract, all obligations that are still executory on both sides are discharged, but any right based on prior default or performance survives, and the cancelling party also retains any remedy for default of the whole lease contract or any unperformed balance.</p><p>(2) On termination of the lease contract, all obligations that are still executory on both sides are discharged but any right based on prior default or performance survives.</p><p>(3) Unless the contrary intention clearly appears, expressions of "cancellation," "rescission," or the like of the lease contract may not be construed as a renunciation or discharge of any claim in damages for an antecedent default.</p><p>(4) Rights and remedies for material misrepresentation or fraud include all rights and remedies available under this title for default.</p><p>(5) Neither rescission nor a claim for rescission of the lease contract nor rejection or return of the goods may bar or be deemed inconsistent with a claim for damages or other right or remedy.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-506|Statute of limitation.|<p>(1) An action for default under a lease contract, including breach of warranty or indemnity, shall be commenced within four years after the cause of action accrued. By the original lease contract the parties may reduce the period of limitation to not less than one year.</p><p>(2) A cause of action for default accrues when the act or omission on which the default or breach of warranty is based is or should have been discovered by the aggrieved party, or when the default occurs, whichever is later. A cause of action for indemnity accrues when the act or omission on which the claim for indemnity is based is or should have been discovered by the indemnified party, whichever is later.</p><p>(3) If an action commenced within the time limited by subsection (1) of this section is so terminated as to leave available a remedy by another action for the same default or breach of warranty or indemnity, the other action may be commenced after the expiration of the time limited and within six months after the termination of the first action unless the termination resulted from dismissal for failure or neglect to prosecute.</p><p>(4) This section does not alter the law on tolling of the statute of limitations nor does it apply to causes of action that have accrued before this title becomes effective.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||A|IN GENERAL|||§ 8.2A-507|Proof of market rent; time and place.|<p>(1) Damages based on market rent as provided in § <a href='http://law.lis.virginia.gov/vacode/8.2A-519/'>8.2A-519</a> or § <a href='http://law.lis.virginia.gov/vacode/8.2A-528/'>8.2A-528</a> are determined according to the rent for the use of the goods concerned for a lease term identical to the remaining lease term of the original lease agreement and prevailing at the times specified in §§ <a href='http://law.lis.virginia.gov/vacode/8.2A-519/'>8.2A-519</a> and <a href='http://law.lis.virginia.gov/vacode/8.2A-528/'>8.2A-528</a>.</p><p>(2) If evidence of rent for the use of the goods concerned for a lease term identical to the remaining lease term of the original lease agreement and prevailing at the times or places described in this title is not readily available, the rent prevailing within any reasonable time before or after the time described or at any other place or for a different lease term which in commercial judgment or under usage of trade would serve as a reasonable substitute for the one described may be used, making any proper allowance for the difference, including the cost of transporting the goods to or from the other place.</p><p>(3) Evidence of a relevant rent prevailing at a time or place or for a lease term other than the one described in this title offered by one party is not admissible unless and until he or she has given the other party notice the court finds sufficient to prevent unfair surprise.</p><p>(4) If the prevailing rent or value of any goods regularly leased in any established market is in issue, reports in official publications or trade journals or in newspapers or periodicals of general circulation published as the reports of that market are admissible in evidence. The circumstances of the preparation of the report may be shown to affect its weight but not its admissibility.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-508|Lessee's remedies.|<p>(1) If a lessor fails to deliver the goods in conformity to the lease contract (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-509/'>8.2A-509</a>) or repudiates the lease contract (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-402/'>8.2A-402</a>), or a lessee rightfully rejects the goods (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-509/'>8.2A-509</a>) or justifiably revokes acceptance of the goods (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-517/'>8.2A-517</a>), then with respect to any goods involved, and with respect to all of the goods if under an installment lease contract the value of the whole lease contract is substantially impaired (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-510/'>8.2A-510</a>), the lessor is in default under the lease contract and the lessee may:</p><p>(a) Cancel the lease contract (subsection (1) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-505/'>8.2A-505</a>);</p><p>(b) Recover so much of the rent and security as has been paid, and is just under the circumstances;</p><p>(c) Cover and recover damages as to all goods affected whether or not they have been identified to the lease contract (§§ <a href='http://law.lis.virginia.gov/vacode/8.2A-518/'>8.2A-518</a> and <a href='http://law.lis.virginia.gov/vacode/8.2A-520/'>8.2A-520</a>), or recover damages for nondelivery (§§ <a href='http://law.lis.virginia.gov/vacode/8.2A-519/'>8.2A-519</a> and <a href='http://law.lis.virginia.gov/vacode/8.2A-520/'>8.2A-520</a>); or</p><p>(d) Exercise any other rights or pursue any other remedies provided in the lease contract.</p><p>(2) If a lessor fails to deliver the goods in conformity to the lease contract or repudiates the lease contract, the lessee may also:</p><p>(a) If the goods have been identified, recover them (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-522/'>8.2A-522</a>); or</p><p>(b) In a proper case, obtain specific performance or recover the goods (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-521/'>8.2A-521</a>).</p><p>(3) If a lessor is otherwise in default under a lease contract, the lessee may exercise the rights and pursue the remedies provided in the lease contract, which may include a right to cancel the lease, and in subsection (3) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-519/'>8.2A-519</a>.</p><p>(4) If a lessor has breached a warranty, whether express or implied, the lessee may recover damages (subsection (4) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-519/'>8.2A-519</a>).</p><p>(5) On rightful rejection or justifiable revocation of acceptance, a lessee has a security interest in goods in the lessee's possession or control for any rent and security that has been paid and any expenses reasonably incurred in their inspection, receipt, transportation, and care and custody and may hold those goods and dispose of them in good faith and in a commercially reasonable manner, subject to subsection (5) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-527/'>8.2A-527</a>.</p><p>(6) Subject to the provisions of § <a href='http://law.lis.virginia.gov/vacode/8.2A-407/'>8.2A-407</a>, a lessee, on notifying the lessor of the lessee's intention to do so, may deduct all or any part of the damages resulting from any default under the lease contract from any part of the rent still due under the same lease contract.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-509|Lessee's rights on improper delivery; rightful rejection.|<p>(1) Subject to the provisions of § <a href='http://law.lis.virginia.gov/vacode/8.2A-510/'>8.2A-510</a> on default in installment lease contracts, if the goods or the tender or delivery fail in any respect to conform to the lease contract, the lessee may reject or accept the goods or accept any commercial unit or units and reject the rest of the goods.</p><p>(2) Rejection of goods is ineffective unless it is within a reasonable time after tender or delivery of the goods and the lessee seasonably notifies the lessor.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-510|Installment lease contracts; rejection and default.|<p>(1) Under an installment lease contract a lessee may reject any delivery that is nonconforming if the nonconformity substantially impairs the value of that delivery and cannot be cured or the nonconformity is a defect in the required documents; but if the nonconformity does not fall within subsection (2) of this section and the lessor or the supplier gives adequate assurance of its cure, the lessee must accept that delivery.</p><p>(2) Whenever nonconformity or default with respect to one or more deliveries substantially impairs the value of the installment lease contract as a whole there is a default with respect to the whole. But, the aggrieved party reinstates the installment lease contract as a whole if the aggrieved party accepts a nonconforming delivery without seasonably notifying of cancellation or brings an action with respect only to past deliveries or demands performance as to future deliveries.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-511|Merchant lessee's duties as to rightfully rejected goods.|<p>(1) Subject to any security interest of a lessee (subsection (5) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-508/'>8.2A-508</a>), if a lessor or a supplier has no agent or place of business at the market of rejection, a merchant lessee, after rejection of goods in his or her possession or control, shall follow any reasonable instructions received from the lessor or the supplier with respect to the goods. In the absence of those instructions, a merchant lessee shall make reasonable efforts to sell, lease, or otherwise dispose of the goods for the lessor's account if they threaten to decline in value speedily. Instructions are not reasonable if on demand indemnity for expenses is not forthcoming.</p><p>(2) If a merchant lessee as mentioned in subsection (1) of this section or any other lessee (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-512/'>8.2A-512</a>) disposes of goods, he or she is entitled to reimbursement either from the lessor or the supplier or out of the proceeds for reasonable expenses of caring for and disposing of the goods and, if the expenses include no disposition commission, to such commission as is usual in the trade, or if there is none, to a reasonable sum not exceeding ten percent of the gross proceeds.</p><p>(3) In complying with this section or § <a href='http://law.lis.virginia.gov/vacode/8.2A-512/'>8.2A-512</a>, the lessee is held only to good faith. Good faith conduct hereunder is neither acceptance or conversion nor the basis of an action for damages.</p><p>(4) A purchaser who purchases in good faith from a lessee pursuant to this section or § <a href='http://law.lis.virginia.gov/vacode/8.2A-512/'>8.2A-512</a> takes the goods free of any rights of the lessor and the supplier even though the lessee fails to comply with one or more of the requirements of this title.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-512|Lessee's duties as to rightfully rejected goods.|<p>(1) Except as otherwise provided with respect to goods that threaten to decline in value speedily (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-511/'>8.2A-511</a>) and subject to any security interest of a lessee (subsection (5) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-508/'>8.2A-508</a>):</p><p>(a) The lessee, after rejection of goods in the lessee's possession, shall hold them with reasonable care at the lessor's or the supplier's disposition for a reasonable time after the lessee's seasonable notification of rejection;</p><p>(b) If the lessor or the supplier gives no instructions within a reasonable time after notification of rejection, the lessee may store the rejected goods for the lessor's or the supplier's account or ship them to the lessor or the supplier or dispose of them for the lessor's or the supplier's account with reimbursement in the manner provided in § <a href='http://law.lis.virginia.gov/vacode/8.2A-511/'>8.2A-511</a>; but</p><p>(c) The lessee has no further obligations with regard to goods rightfully rejected.</p><p>(2) Action by the lessee pursuant to subsection (1) of this section is not acceptance or conversion.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-513|Cure by lessor of improper tender or delivery; replacement.|<p>(1) If any tender or delivery by the lessor or the supplier is rejected because nonconforming and the time for performance has not yet expired, the lessor or the supplier may seasonably notify the lessee of the lessor's or the supplier's intention to cure and may then make a conforming delivery within the time provided in the lease contract.</p><p>(2) If the lessee rejects a nonconforming tender that the lessor or the supplier had reasonable grounds to believe would be acceptable with or without money allowance, the lessor or the supplier may have a further reasonable time to substitute a conforming tender if he seasonably notifies the lessee.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-514|Waiver of lessee's objections.|<p>(1) In rejecting goods, a lessee's failure to state a particular defect that is ascertainable by reasonable inspection precludes the lessee from relying on the defect to justify rejection or to establish default:</p><p>(a) If, stated seasonably, the lessor or the supplier could have cured it (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-513/'>8.2A-513</a>); or</p><p>(b) Between merchants if the lessor or the supplier after rejection has made a request in writing for a full and final written statement of all defects on which the lessee proposes to rely.</p><p>(2) A lessee's failure to reserve rights when paying rent or other consideration against documents precludes recovery of the payment for defects apparent in the documents.</p><p>1991, c. 536; 2004, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+CHAP0200'>200</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-515|Acceptance of goods.|<p>(1) Acceptance of goods occurs after the lessee has had a reasonable opportunity to inspect the goods and</p><p>(a) The lessee signifies or acts with respect to the goods in a manner that signifies to the lessor or the supplier that the goods are conforming or that the lessee will take or retain them in spite of their nonconformity; or</p><p>(b) The lessee fails to make an effective rejection of the goods under subsection (2) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-509/'>8.2A-509</a>.</p><p>(2) Acceptance of a part of any commercial unit is acceptance of that entire unit.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-516|Effect of acceptance of goods; notice of default; burden of establishing default after acceptance; notice of claim or litigation to person answerable.|<p>(1) A lessee shall pay rent for any goods accepted in accordance with the lease contract, with due allowance for goods rightfully rejected or not delivered.</p><p>(2) A lessee's acceptance of goods precludes rejection of the goods accepted. In the case of a finance lease, if made with knowledge of a nonconformity, acceptance cannot be revoked because of it. In any other case, if made with knowledge of a nonconformity, acceptance cannot be revoked because of it unless the acceptance was on the reasonable assumption that the nonconformity would be seasonably cured. Acceptance does not of itself impair any other remedy provided by this title or the lease agreement for nonconformity.</p><p>(3) If a tender has been accepted:</p><p>(a) Within a reasonable time after the lessee discovers or should have discovered any default, the lessee shall notify the lessor and the supplier, if any, or be barred from any remedy against the party not notified;</p><p>(b) Except in the case of a consumer lease, within a reasonable time after the lessee receives notice of litigation for infringement or the like (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-211/'>8.2A-211</a>) the lessee shall notify the lessor or be barred from any remedy for liability established by the litigation; and</p><p>(c) The burden is on the lessee to establish any default.</p><p>(4) If a lessee is sued for breach of a warranty or other obligation for which a lessor or a supplier is answerable the following apply:</p><p>(a) The lessee may give the lessor or the supplier, or both, written notice of the litigation. If the notice states that the person notified may come in and defend and that if the lessor or the supplier does not do so that person will be bound in any action against that person by the lessee by any determination of fact common to the two litigations, then unless the person notified after seasonable receipt of the notice does come in and defend that person is so bound.</p><p>(b) The lessor or the supplier may demand in writing that the lessee turn over control of the litigation including settlement if the claim is one for infringement or the like (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-211/'>8.2A-211</a>) or else be barred from any remedy. If the demand states that the lessor or the supplier agrees to bear all expense and to satisfy any adverse judgment, then unless the lessee after seasonable receipt of the demand does turn over control the lessee is so barred.</p><p>(5) Subsections (3) and (4) of this section apply to any obligation of a lessee to hold the lessor or the supplier harmless against infringement or the like (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-211/'>8.2A-211</a>).</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-517|Revocation of acceptance of goods.|<p>(1) A lessee may revoke acceptance of a lot or commercial unit whose nonconformity substantially impairs its value to the lessee if the lessee has accepted it:</p><p>(a) Except in the case of a finance lease, on the reasonable assumption that its nonconformity would be cured and it has not been seasonably cured; or</p><p>(b) Without discovery of the nonconformity if the lessee's acceptance was reasonably induced either by the lessor's assurances or, except in the case of a finance lease, by the difficulty of discovery before acceptance.</p><p>(2) Except in the case of a finance lease that is not a consumer lease, a lessee may revoke acceptance of a lot or commercial unit if the lessor defaults under the lease contract and the default substantially impairs the value of that lot or commercial unit to the lessee.</p><p>(3) If the lease agreement so provides, the lessee may revoke acceptance of a lot or commercial unit because of other defaults by the lessor.</p><p>(4) Revocation of acceptance must occur within a reasonable time after the lessee discovers or should have discovered the ground for it and before any substantial change in condition of the goods which is not caused by the nonconformity. Revocation is not effective until the lessee notifies the lessor.</p><p>(5) A lessee who so revokes has the same rights and duties with regard to the goods involved as if the lessee had rejected them.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-518|Cover; substitute goods.|<p>(1) After default by a lessor under the lease contract of the type described in subsection (1) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-508/'>8.2A-508</a>, or, if agreed, after other default by the lessor, the lessee may cover by making any purchase or lease of or contract to purchase or lease goods in substitution for those due from the lessor.</p><p>(2) Except as otherwise provided with respect to damages liquidated in the lease agreement (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-504/'>8.2A-504</a>) or otherwise determined pursuant to agreement of the parties (§§ <a href='http://law.lis.virginia.gov/vacode/8.1A-302/'>8.1A-302</a> and <a href='http://law.lis.virginia.gov/vacode/8.2A-503/'>8.2A-503</a>), if a lessee's cover is by lease agreement substantially similar to the original lease agreement and the new lease agreement is made in good faith and in a commercially reasonable manner, the lessee may recover from the lessor as damages (i) the present value, as of the date of the commencement of the term of the new lease agreement, of the rent under the new lease agreement applicable to that period of the new lease term which is comparable to the then remaining term of the original lease agreement minus the present value as of the same date of the total rent for the then remaining lease term of the original lease agreement, and (ii) any incidental or consequential damages less expenses saved in consequence of the lessor's default.</p><p>(3) If a lessee's cover is by lease agreement that for any reason does not qualify for treatment under subsection (2) of this section, or is by purchase or otherwise, the lessee may recover from the lessor as if the lessee had elected not to cover and § <a href='http://law.lis.virginia.gov/vacode/8.2A-519/'>8.2A-519</a> governs.</p><p>1991, c. 536; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0353'>353</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-519|Lessee's damages for nondelivery, repudiation, default, and breach of warranty in regard to accepted goods.|<p>(1) Except as otherwise provided with respect to damages liquidated in the lease agreement (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-504/'>8.2A-504</a>) or otherwise determined pursuant to agreement of the parties (§§ <a href='http://law.lis.virginia.gov/vacode/8.1A-302/'>8.1A-302</a> and <a href='http://law.lis.virginia.gov/vacode/8.2A-503/'>8.2A-503</a>), if a lessee elects not to cover or a lessee elects to cover and the cover is by lease agreement that for any reason does not qualify for treatment under subsection (2) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-518/'>8.2A-518</a>, or is by purchase or otherwise, the measure of damages for nondelivery or repudiation by the lessor or for rejection or revocation of acceptance by the lessee is the present value as of the date of the default, of the then market rent minus the present value as of the same date of the original rent, computed for the remaining lease term of the original lease agreement, together with incidental and consequential damages, less expenses saved in consequence of the lessor's default.</p><p>(2) Market rent is to be determined as of the place for tender or, in cases of rejection after arrival or revocation of acceptance, as of the place of arrival.</p><p>(3) Except as otherwise agreed, the lessee has accepted goods and given notification (subsection (3) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-516/'>8.2A-516</a>), the measure of damages for nonconforming tender or delivery or other default by a lessor is the loss resulting in the ordinary course of events from the lessor's default as determined in any manner that is reasonable together with incidental and consequential damages, less expenses saved in consequence of the lessor's default.</p><p>(4) Except as otherwise agreed, the measure of damages for breach of warranty is the present value at the time and place of acceptance of the difference between the value of the use of the goods accepted and the value if they had been as warranted for the lease term, unless special circumstances show proximate damages of a different amount, together with incidental and consequential damages, less expenses saved in consequence of the lessor's default or breach of warranty.</p><p>1991, c. 536; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0353'>353</a>.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-520|Lessee's incidental and consequential damages.|<p>(1) Incidental damages resulting from a lessor's default include expenses reasonably incurred in inspection, receipt, transportation, and care and custody of goods rightfully rejected or goods the acceptance of which is justifiably revoked, any commercially reasonable charges, expenses or commissions in connection with effecting cover, and any other reasonable expense incident to the default.</p><p>(2) Consequential damages resulting from a lessor's default include:</p><p>(a) Any loss resulting from general or particular requirements and needs of which the lessor at the time of contracting had reason to know and which could not reasonably be prevented by cover or otherwise; and</p><p>(b) Injury to person or property proximately resulting from any breach of warranty.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-521|Lessee's right to specific performance or other similar rights.|<p>(1) Specific performance may be decreed if the goods are unique or in other proper circumstances.</p><p>(2) A decree for specific performance may include any terms and conditions as to payment of the rent, damages, or other relief that the court deems just.</p><p>(3) A lessee has a right of detinue, sequestration, claim and delivery, or the like for goods identified to the lease contract if after reasonable effort the lessee is unable to effect cover for those goods or the circumstances reasonably indicate that the effort will be unavailing.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||B|DEFAULT BY LESSOR|||§ 8.2A-522|Lessee's right to goods on lessor's insolvency.|<p>(1) Subject to subsection (2) of this section and even though the goods have not been shipped, a lessee who has paid a part or all of the rent and security for goods identified to a lease contract (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-217/'>8.2A-217</a>) on making and keeping good a tender of any unpaid portion of the rent and security due under the lease contract may recover the goods identified from the lessor if the lessor becomes insolvent within ten days after receipt of the first installment of rent and security.</p><p>(2) A lessee acquires the right to recover goods identified to a lease contract only if they conform to the lease contract.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||C|DEFAULT BY LESSEE|||§ 8.2A-523|Lessor's remedies.|<p>(1) If a lessee wrongfully rejects or revokes acceptance of goods or fails to make a payment when due or repudiates with respect to a part or the whole, then, with respect to any goods involved, and with respect to all of the goods if under an installment lease contract the value of the whole lease contract is substantially impaired (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-510/'>8.2A-510</a>), the lessee is in default under the lease contract and the lessor may:</p><p>(a) Cancel the lease contract (subsection (1) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-505/'>8.2A-505</a>);</p><p>(b) Proceed respecting goods not identified to the lease contract (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-524/'>8.2A-524</a>);</p><p>(c) Withhold delivery of the goods and take possession of goods previously delivered (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-525/'>8.2A-525</a>);</p><p>(d) Stop delivery of the goods by any bailee (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-526/'>8.2A-526</a>);</p><p>(e) Dispose of the goods and recover damages (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-527/'>8.2A-527</a>), or retain the goods and recover damages (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-528/'>8.2A-528</a>), or in a proper case recover rent (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-529/'>8.2A-529</a>); or</p><p>(f) Exercise any other rights or pursue any other remedies provided in the lease contract.</p><p>(2) If a lessor does not fully exercise a right or obtain a remedy to which the lessor is entitled under subsection (1) of this section, the lessor may recover the loss resulting in the ordinary course of events from the lessee's default as determined in any reasonable manner, together with incidental damages, less expenses saved in consequence of the lessee's default.</p><p>(3) If a lessee is otherwise in default under a lease contract, the lessor may exercise the rights and pursue the remedies provided in the lease contract which may include a right to cancel the lease. In addition, unless otherwise provided in the lease contract if:</p><p>(a) The default substantially impairs the value of the lease contract to the lessor, the lessor may exercise the rights and pursue the remedies provided in subsection (1) or (2) of this section; or</p><p>(b) The default does not substantially impair the value of the lease contract to the lessor, the lessor may recover as provided in subsection (2) of this section.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||C|DEFAULT BY LESSEE|||§ 8.2A-524|Lessor's right to identify goods to lease contract.|<p>(1) A lessor aggrieved under subsection (1) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-523/'>8.2A-523</a> may:</p><p>(a) Identify to the lease contract conforming goods not already identified if at the time the lessor learned of the default they were in the lessor's or the supplier's possession or control; and</p><p>(b) Dispose of goods (subsection (1) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-527/'>8.2A-527</a>) that demonstrably have been intended for the particular lease contract even though those goods are unfinished.</p><p>(2) If the goods are unfinished, in the exercise of reasonable commercial judgment for the purposes of avoiding loss and of effective realization, an aggrieved lessor or the supplier may either complete manufacture and wholly identify the goods to the lease contract or cease manufacture and lease, sell, or otherwise dispose of the goods for scrap or salvage value or proceed in any other reasonable manner.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||C|DEFAULT BY LESSEE|||§ 8.2A-525|Lessor's right to possession of goods.|<p>(1) If a lessor discovers the lessee to be insolvent, the lessor may refuse to deliver the goods.</p><p>(2) After a default by the lessee under the lease contract of the type described in subsection (1) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-523/'>8.2A-523</a> or subdivision (3) (a) of § <a href='http://law.lis.virginia.gov/vacode/8.2A-523/'>8.2A-523</a> or, if agreed, after other default by the lessee, the lessor has the right to take possession of the goods. If the lease contract so provides, the lessor may require the lessee to assemble the goods and make them available to the lessor at a place to be designated by the lessor which is reasonably convenient to both parties. Without removal, the lessor may render unusable any goods employed in trade or business, and may dispose of goods on the lessee's premises (§ <a href='http://law.lis.virginia.gov/vacode/8.2A-527/'>8.2A-527</a>).</p><p>(3) The lessor may proceed under subsection (2) of this section without judicial process if it can be done without breach of the peace or the lessor may proceed by action.</p><p>1991, c. 536.</p>
8.2A|COMMERCIAL CODE — LEASES|||5|DEFAULT|||C|DEFAULT BY LESSEE|||§ 8.2A-526|Lessor's stoppage of delivery in transit or otherwise.|<p>(1) A lessor may stop delivery of goods in the possession of a carrier or other bailee if the lessor discovers the lessee to be insolvent and may stop delivery of carload, truckload, planeload, or larger shipments of express or freight if the lessee repudiates or fails to make a payment due before delivery, whether for rent, security or otherwise under the lease contract, or for any other reason the lessor has a right to withhold or take possession of the goods.</p><p>(2) In pursuing its remedies under subsection (1) of this section, the lessor may stop delivery until:</p><p>(a) Receipt of the goods by the lessee;</p><p>(b) Acknowledgment to the lessee by any bailee of the goods, except a carrier, that the bailee holds the goods for the lessee; or</p><p>(c) Such an acknowledgment to the lessee by a carrier via reshipment or as a warehouse.</p><p>(3) (a) To stop delivery, a lessor shall so notify as to enable the bailee by reasonable diligence to prevent delivery of the goods.</p><p>(b) After notification, the bailee shall hold and deliver the goods according to the directions of the lessor, but the lessor is liable to the bailee for any ensuing charges or damages.</p><p>(c) A carrier who has issued a nonnegotiable bill of lading is not obliged to obey a notification to stop received from a person other than the consignor.</p><p>1991, c. 536; 2004, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+CHAP0200'>200</a>.</p>
