20|DOMESTIC RELATIONS|||||1|PRE-MARITAL SYPHILIS TESTS AND EXAMINATIONS [Repealed]|||||§§ 20-1 through 20-12|Repealed.|<p>Repealed by Acts 1984, c. 140.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-103|Court may make orders pending suit for divorce, custody or visitation, etc.|<p>A. In suits for divorce, annulment and separate maintenance, and in proceedings arising under subdivision A 3 or subsection L of § <a href='/vacode/16.1-241/'>16.1-241</a>, the court having jurisdiction of the matter may, at any time pending a suit pursuant to this chapter, in the discretion of such court, make any order that may be proper (i) to compel a spouse to pay any sums necessary for the maintenance and support of the petitioning spouse, including (a) an order that the other spouse provide health care coverage for the petitioning spouse, unless it is shown that such coverage cannot be obtained, or (b) an order that a party pay secured or unsecured debts incurred jointly or by either party, (ii) to enable such spouse to carry on the suit, (iii) to prevent either spouse from imposing any restraint on the personal liberty of the other spouse, (iv) to provide for the custody and maintenance of the minor children of the parties, including an order that either party or both parties provide health care coverage or cash medical support, or both, for the children, (v) to provide support, calculated in accordance with § <a href='/vacode/20-108.2/'>20-108.2</a>, for any child of the parties to whom a duty of support is owed and to pay or continue to pay support for any child over the age of 18 who meets the requirements set forth in subsection C of § <a href='/vacode/20-124.2/'>20-124.2</a>, (vi) for the exclusive use and possession of the family residence during the pendency of the suit, (vii) to preserve the estate of either spouse, so that it be forthcoming to meet any decree which may be made in the suit, (viii) to compel either spouse to give security to abide such decree, or (ix)(a) to compel a party to maintain any existing policy owned by that party insuring the life of either party or to require a party to name as a beneficiary of the policy the other party or an appropriate person for the exclusive use and benefit of the minor children of the parties and (b) to allocate the premium cost of such life insurance between the parties, provided that all premiums are billed to the policyholder. Nothing in clause (ix) shall be construed to create an independent cause of action on the part of any beneficiary against the insurer or to require an insurer to provide information relating to such policy to any person other than the policyholder without the written consent of the policyholder. The parties to any petition where a child whose custody, visitation, or support is contested shall show proof that they have attended within the 12 months prior to their court appearance or that they shall attend within 45 days thereafter an educational seminar or other like program conducted by a qualified person or organization approved by the court except that the court may require the parties to attend such seminar or program in uncontested cases only if the court finds good cause. The seminar or other program shall be a minimum of four hours in length and shall address the effects of separation or divorce on children, parenting responsibilities, options for conflict resolution and financial responsibilities. Once a party has completed one educational seminar or other like program, the required completion of additional programs shall be at the court's discretion. Parties under this section shall include natural or adoptive parents of the child, or any person with a legitimate interest as defined in § <a href='/vacode/20-124.1/'>20-124.1</a>. The fee charged a party for participation in such program shall be based on the party's ability to pay; however, no fee in excess of $50 may be charged. Whenever possible, before participating in mediation or alternative dispute resolution to address custody, visitation or support, each party shall have attended the educational seminar or other like program. The court may grant an exemption from attendance of such program for good cause shown or if there is no program reasonably available. Other than statements or admissions by a party admitting criminal activity or child abuse, no statement or admission by a party in such seminar or program shall be admissible into evidence in any subsequent proceeding.</p><p>A1. Any award or order made by the court pursuant to subsection A shall be paid from the post-separation income of the obligor unless the court, for good cause shown, orders otherwise. Upon the request of either party, the court may identify and state in such order or award the specific source from which the financial obligation imposed is to be paid.</p><p>A2. In any case in which the jurisdiction of the juvenile and domestic relations district court has been divested pursuant to § <a href='/vacode/16.1-244/'>16.1-244</a> and no final support order has been entered, any award for child support or spousal support in the circuit court pursuant to subsection A shall be retroactive to the date on which the proceeding was commenced by the filing of the action in the juvenile and domestic relations district court, provided that the petitioner exercised due diligence in the service of the respondent.</p><p>B. In addition to the terms provided in subsection A, upon a showing by a party of reasonable apprehension of physical harm to that party by such party's family or household member as that term is defined in § <a href='/vacode/16.1-228/'>16.1-228</a>, and consistent with rules of the Supreme Court of Virginia, the court may enter an order excluding that party's family or household member from the jointly owned or jointly rented family dwelling. In any case where an order is entered under this paragraph, pursuant to an ex parte hearing, the order shall not exclude a family or household member from the family dwelling for a period in excess of 15 days from the date the order is served, in person, upon the person so excluded. The order may provide for an extension of time beyond the 15 days, to become effective automatically. The person served may at any time file a written motion in the clerk's office requesting a hearing to dissolve or modify the order. Nothing in this section shall be construed to prohibit the court from extending an order entered under this subsection for such longer period of time as is deemed appropriate, after a hearing on notice to the parties. If the party subject to the order fails to appear at this hearing, the court may extend the order for a period not to exceed six months.</p><p>C. In cases other than those for divorce in which a custody or visitation arrangement for a minor child is sought, the court may enter an order providing for custody, visitation or maintenance pending the suit as provided in subsection A. The order shall be directed to either parent or any person with a legitimate interest who is a party to the suit.</p><p>D. Orders entered pursuant to this section which provide for custody or visitation arrangements pending the suit shall be made in accordance with the standards set out in Chapter 6.1 (§ <a href='/vacode/20-124.1/'>20-124.1</a> et seq.). Orders entered pursuant to subsection B shall be certified by the clerk and forwarded as soon as possible to the local police department or sheriff's office which shall, on the date of receipt, enter the name of the person subject to the order and other appropriate information required by the Department of State Police into the Virginia crime information network system established and maintained by the Department of State Police pursuant to Chapter 2 (§ <a href='/vacode/52-12/'>52-12</a> et seq.) of Title 52. If the order is later dissolved or modified, a copy of the dissolution or modification shall also be certified, forwarded and entered in the system as described above.</p><p>E. There shall be a presumption in any judicial proceeding for pendente lite spousal support and maintenance under this section that the amount of the award that would result from the application of the formula set forth in this section is the correct amount of spousal support to be awarded. The court may deviate from the presumptive amount as provided in subsection H.</p><p>F. If the court is determining both an award of pendente lite spousal support and maintenance and an award of child support, the court shall first make a determination of the amount of the award of pendente lite spousal support, if any, owed by one party to the other under this section.</p><p>G. If the parties have minor children in common, the presumptive amount of an award of pendente lite spousal support and maintenance shall be the difference between 26 percent of the payor spouse's monthly gross income and 58 percent of the payee spouse's monthly gross income. If the parties have no minor children in common, the presumptive amount of the award shall be the difference between 27 percent of the payor spouse's monthly gross income and 50 percent of the payee spouse's monthly gross income. For the purposes of this section, monthly gross income shall have the same meaning as it does in section § <a href='/vacode/20-108.2/'>20-108.2</a>.</p><p>H. The court may deviate from the presumptive amount for good cause shown, including any relevant evidence relating to the parties' current financial circumstances or the impact of any tax exemption and any credits resulting from such exemptions that indicates the presumptive amount is inappropriate.</p><p>I. The presumptive formula set forth in this section shall only apply to cases where the parties' combined monthly gross income does not exceed $10,000.</p><p>J. An order entered pursuant to this section shall have no presumptive effect and shall not be determinative when adjudicating the underlying cause.</p><p>Code 1919, § 5107; 1975, c. 644; 1982, c. 306; 1983, c. 253; 1989, c. 740; 1991, c. 60; 1994, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0518'>518</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>; 1995, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+CHAP0674'>674</a>; 1996, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0767'>767</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0866'>866</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0879'>879</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0884'>884</a>; 1997, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+CHAP0605'>605</a>; 1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0616'>616</a>; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0586'>586</a>; 2003, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0031'>31</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0045'>45</a>; 2004, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+CHAP0732'>732</a>; 2007, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0205'>205</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0713'>713</a>; 2011, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0687'>687</a>; 2014, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+CHAP0055'>55</a>; 2015, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0653'>653</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0654'>654</a>; 2016, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0352'>352</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0651'>651</a>; 2022, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?221+ful+CHAP0527'>527</a>.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-104|Order of publication against nonresident defendant.|<p>In any suit for annulment, for divorce, either a vinculo matrimonii or a mensa et thoro, or for affirmance of a marriage, an affidavit shall be filed that the defendant is not a resident of the Commonwealth of Virginia, or that diligence has been used by or on behalf of the plaintiff to ascertain in what county or city such defendant is, without effect, an order of publication shall be entered against such defendant by the court, or by the clerk of the court wherein such suit is pending, either in term time or vacation, which order shall state the object of the suit and the grounds thereof, and the order of publication shall be published as required by law. If the plaintiff in the suit has been determined to be indigent by the court pursuant to § <a href='http://law.lis.virginia.gov/vacode/19.2-159/'>19.2-159</a>, the order stating the object of the suit and the grounds thereof shall be mailed to the defendant at his last known address and posted on the main entrance to the circuit courthouse of the city or county wherein the suit is filed, and no order of publication shall be required. No depositions in the suit shall be commenced until at least 10 days shall have elapsed after the order has been duly published or mailed and posted as required by law.</p><p>All annulments or divorces heretofore granted in suits in which the defendant was proceeded against by an order of publication or of mailing and posting which required the defendant to appear within 10 days after due publication or mailing and posting thereof, and in which depositions were taken less than 15 days, but not less than 10 days, after such due publication or mailing and posting and in suits in which the defendant was proceeded against by an order of publication or of mailing and posting issued on an affidavit that diligence had been used by or on behalf of the plaintiff to ascertain in what county or city such defendant was, without effect, or wherein the order of publication or of mailing and posting was entered by the court, are hereby validated and declared to be binding upon the parties to such suit, when the other proceedings therein were regular and the annulment or divorce otherwise valid.</p><p>The cost of such publication or of such mailing and posting shall be paid by the petitioner or applicant.</p><p>Code 1919, § 5108; 1938, p. 111; 1940, p. 642; 1942, p. 202; 1950, p. 72; 1975, c. 644; 1996, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0352'>352</a>; 2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0699'>699</a>.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-104.1|Orders of publication may be combined.|<p>Orders of publication as provided for in § <a href='http://law.lis.virginia.gov/vacode/20-104/'>20-104</a> in any two or more suits for annulment or divorce may be combined into a single order to be published as required by law; provided that, at such time as the clerk may direct the plaintiff in each case shall pay to the clerk a pro rata share of the expense of such publication. Payments made by any plaintiff shall be subject to the provisions of § <a href='http://law.lis.virginia.gov/vacode/20-99/'>20-99</a> as to costs.</p><p>1974, c. 581.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-105|Permissible form for orders of publication.|<p>Any orders of publication under the provisions of § <a href='http://law.lis.virginia.gov/vacode/20-104/'>20-104</a> may be substantially in the form following:</p><p>Virginia: In the _______________ Court of _______________,</p><p>__________, 20_____</p><p>(Here set forth Style of Cause)</p><p>The object of this suit is to obtain (an annulment of marriage) (a divorce from bed and board) (a divorce from the bond of matrimony) from the defendant on the ground of _______________,</p><p>(here set forth grounds)</p><p>________________________________________</p><p>(here set forth other relief prayed for, if any)</p><p>________________________________________</p><p>(here set forth the styles and objects of the suits for divorce or annulment combined)</p><p>It appearing from an affidavit (that the defendant(s) is not a resident (are not residents) of this Commonwealth,) (or) (that diligence has been used by or on behalf of plaintiff(s) to ascertain in what county or city the defendant(s) is (are), without effect,) it is ordered that the defendant appear before this court (within ten days after due publication of this notice) (before _______________, 20_____) and protect (his) (her) (their) interests herein.</p><p>An Extract-Teste:</p><p>_______________ p.q.</p><p>______________________________ (Clerk)</p><p>1946, p. 272; Michie Suppl. 1946, § 5108a; 1974, c. 581.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-105.1|Alternative procedures.|<p>The provisions of Title 8.01 for orders of publication shall be construed as alternatives to the procedures set forth in §§ <a href='http://law.lis.virginia.gov/vacode/20-104/'>20-104</a> through <a href='http://law.lis.virginia.gov/vacode/20-105/'>20-105</a> and not in conflict therewith.</p><p>1978, c. 46.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-106|Testimony may be required to be given orally; evidence by affidavit.|<p>A. In any suit for divorce, the trial court may require the whole or any part of the testimony to be given orally in open court, and if either party desires it, such testimony and the rulings of the court on the exceptions thereto, if any, shall be reduced to writing, and the judge shall certify that such evidence was given before him and such rulings made. When so certified the same shall stand on the same footing as a deposition regularly taken in the cause, provided, however, that no such oral evidence shall be given or heard unless and until after such notice to the adverse party as is required by law to be given of the taking of depositions, or when there has been no service of process within the Commonwealth upon, or appearance by the defendant against whom such testimony is sought to be introduced. However, a party may proceed to take evidence in support of a divorce by deposition or affidavit without leave of court only in support of a divorce on the grounds set forth in subdivision A (9) of § <a href='/vacode/20-91/'>20-91</a>, where (i) the parties have resolved all issues by a written settlement agreement, (ii) there are no issues other than the grounds of the divorce itself to be adjudicated, or (iii) the adverse party has been personally served with the complaint and has failed to file a responsive pleading or to make an appearance as required by law.</p><p>B. The affidavit of a party submitted as evidence shall be based on the personal knowledge of the affiant, contain only facts that would be admissible in court, give factual support to the grounds for divorce stated in the complaint or counterclaim, and establish that the affiant is competent to testify to the contents of the affidavit. If either party is incarcerated, neither party shall submit evidence by affidavit without leave of court or the consent in writing of the guardian ad litem for the incarcerated party, or of the incarcerated party if a guardian ad litem is not required pursuant to § <a href='/vacode/8.01-9/'>8.01-9</a>. The affidavit shall:</p><p>1. Give factual support to the grounds for divorce stated in the complaint or counterclaim, including that the parties are over the age of 18 and not suffering from any condition that renders either party legally incompetent;</p><p>2. Verify whether either party is incarcerated;</p><p>3. Verify the military status of the opposing party and advise whether the opposing party has filed an answer or a waiver of his rights under the federal Servicemembers Civil Relief Act (50 U.S.C. § 3901 et seq.);</p><p>4. Affirm that at least one party to the suit was at the time of the filing of the suit, and had been for a period in excess of six months immediately preceding the filing of the suit, a bona fide resident and domiciliary of the Commonwealth;</p><p>5. Affirm that the parties have lived separate and apart, continuously, without interruption and without cohabitation, and with the intent to remain separate and apart permanently, for the statutory period required by subdivision A (9) of § <a href='/vacode/20-91/'>20-91</a>;</p><p>6. Affirm the affiant's desire to be awarded a divorce pursuant to subdivision A (9) of § <a href='/vacode/20-91/'>20-91</a>; and</p><p>7. State whether there were children born or adopted of the marriage and affirm that neither party is known to be pregnant from the marriage.</p><p>C. If a party moves for a divorce pursuant to § <a href='/vacode/20-121.02/'>20-121.02</a>, an affidavit may be submitted in support of the grounds for divorce set forth in subdivision A (9) of § <a href='/vacode/20-91/'>20-91</a>.</p><p>D. A verified complaint shall not be deemed an affidavit for purposes of this section.</p><p>E. Either party may submit the deposition or affidavit required by this section in support of the grounds for divorce requested by either party pursuant to the terms of this section.</p><p>F. In contemplation of or in a suit for a no-fault divorce under subdivision A (9) of § <a href='/vacode/20-91/'>20-91</a>, the plaintiff or his attorney may take and file, as applicable, the complaint, the affidavit or deposition, any other associated documents, and the proposed decree contemporaneously, and a divorce may be granted solely on those documents where the defendant has waived service and, where applicable, notice.</p><p>Code 1919, § 5109; 1932, p. 388; 2012, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0072'>72</a>; 2014, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+CHAP0288'>288</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+CHAP0521'>521</a>; 2015, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0315'>315</a>; 2016, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0238'>238</a>; 2019, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0133'>133</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0237'>237</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0900'>900</a>; 2021, Sp. Sess. I, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0194'>194</a>.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-107|Repealed.|<p>Repealed by Acts 1982, c. 309.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-107.1|Court may decree as to maintenance and support of spouses.|<p>A. Pursuant to any proceeding arising under subsection L of § <a href='/vacode/16.1-241/'>16.1-241</a> or upon the entry of a decree providing (i) for the dissolution of a marriage, (ii) for a divorce, whether from the bond of matrimony or from bed and board, (iii) that neither party is entitled to a divorce, or (iv) for separate maintenance, the court may make such further decree as it shall deem expedient concerning the maintenance and support of the spouses, notwithstanding a party's failure to prove his grounds for divorce, provided that a claim for support has been properly pled by the party seeking support. However, the court shall have no authority to decree maintenance and support payable by the estate of a deceased spouse.</p><p>B. Any maintenance and support shall be subject to the provisions of § <a href='/vacode/20-109/'>20-109</a>, and no permanent maintenance and support shall be awarded from a spouse if there exists in such spouse's favor a ground of divorce under the provisions of subdivision A (1) of § <a href='/vacode/20-91/'>20-91</a>. However, the court may make such an award notwithstanding the existence of such ground if the court determines from clear and convincing evidence, that a denial of support and maintenance would constitute a manifest injustice, based upon the respective degrees of fault during the marriage and the relative economic circumstances of the parties.</p><p>C. The court, in its discretion, may decree that maintenance and support of a spouse be made in periodic payments for a defined duration, or in periodic payments for an undefined duration, or in a lump sum award, or in any combination thereof.</p><p>D. In addition to or in lieu of an award pursuant to subsection C, the court may reserve the right of a party to receive support in the future. In any case in which the right to support is so reserved, there shall be a rebuttable presumption that the reservation will continue for a period equal to 50 percent of the length of time between the date of the marriage and the date of separation. Once granted, the duration of such a reservation shall not be subject to modification. Unless otherwise provided by stipulation or contract executed on or after July 1, 2020, or unless otherwise ordered by the court on or after July 1, 2020, a party seeking to exercise his right to support so reserved shall be required to prove a material change of circumstances as a prerequisite for the court to consider exercise of such reservation.</p><p>E. The court, in determining whether to award support and maintenance for a spouse, shall consider the circumstances and factors which contributed to the dissolution of the marriage, specifically including adultery and any other ground for divorce under the provisions of subdivision A (3) or (6) of § <a href='/vacode/20-91/'>20-91</a> or § <a href='/vacode/20-95/'>20-95</a>. In determining the nature, amount and duration of an award pursuant to this section, the court shall consider the following:</p><p>1. The obligations, needs and financial resources of the parties, including but not limited to income from all pension, profit sharing or retirement plans, of whatever nature;</p><p>2. The standard of living established during the marriage;</p><p>3. The duration of the marriage;</p><p>4. The age and physical and mental condition of the parties and any special circumstances of the family;</p><p>5. The extent to which the age, physical or mental condition or special circumstances of any child of the parties would make it appropriate that a party not seek employment outside of the home;</p><p>6. The contributions, monetary and nonmonetary, of each party to the well-being of the family;</p><p>7. The property interests of the parties, both real and personal, tangible and intangible;</p><p>8. The provisions made with regard to the marital property under § <a href='/vacode/20-107.3/'>20-107.3</a>;</p><p>9. The earning capacity, including the skills, education and training of the parties and the present employment opportunities for persons possessing such earning capacity;</p><p>10. The opportunity for, ability of, and the time and costs involved for a party to acquire the appropriate education, training and employment to obtain the skills needed to enhance his earning ability;</p><p>11. The decisions regarding employment, career, economics, education and parenting arrangements made by the parties during the marriage and their effect on present and future earning potential, including the length of time one or both of the parties have been absent from the job market;</p><p>12. The extent to which either party has contributed to the attainment of education, training, career position or profession of the other party; and</p><p>13. Such other factors, including the tax consequences to each party and the circumstances and factors that contributed to the dissolution, specifically including any ground for divorce, as are necessary to consider the equities between the parties.</p><p>F. In contested cases in the circuit courts, any order granting, reserving or denying a request for spousal support shall be accompanied by written findings and conclusions of the court identifying the factors in subsection E which support the court's order. Any order granting or reserving any request for spousal support shall state whether the retirement of either party was contemplated by the court and specifically considered by the court in making its award, and, if so, the order shall state the facts the court contemplated and specifically considered as to the retirement of the party. If the court awards periodic support for a defined duration, such findings shall identify the basis for the nature, amount and duration of the award and, if appropriate, a specification of the events and circumstances reasonably contemplated by the court which support the award.</p><p>G. For purposes of this section and § <a href='/vacode/20-109/'>20-109</a>, "date of separation" means the earliest date at which the parties are physically separated and at least one party intends such separation to be permanent provided the separation is continuous thereafter and "defined duration" means a period of time (i) with a specific beginning and ending date or (ii) specified in relation to the occurrence or cessation of an event or condition other than death or termination pursuant to § <a href='/vacode/20-110/'>20-110</a>.</p><p>H. Where there are no minor children whom the parties have a mutual duty to support, an order directing the payment of spousal support, including those orders confirming separation agreements, entered on or after October 1, 1985, whether they are original orders or modifications of existing orders, shall contain the following:</p><p>1. If known, the name, date of birth, and social security number of each party and, unless otherwise ordered, each party's residential and, if different, mailing address, residential and employer telephone number, and number appearing on a driver's license or other document issued under Chapter 3 (§ <a href='/vacode/46.2-300/'>46.2-300</a> et seq.) of Title 46.2 or the comparable law of another jurisdiction, and the name and address of each party's employer; however, when a protective order has been issued or the court otherwise finds reason to believe that a party is at risk of physical or emotional harm from the other party, information other than the name of the party at risk shall not be included in the order;</p><p>2. The amount of periodic spousal support expressed in fixed sums, together with the payment interval, the date payments are due, and the date the first payment is due;</p><p>3. A statement as to whether there is an order for health care coverage for a party;</p><p>4. If support arrearages exist, (i) to whom an arrearage is owed and the amount of the arrearage, (ii) the period of time for which such arrearage is calculated, and (iii) a direction that all payments are to be credited to current spousal support obligations first, with any payment in excess of the current obligation applied to arrearages;</p><p>5. If spousal support payments are ordered to be paid directly to the obligee, and unless the court for good cause shown orders otherwise, the parties shall give each other and the court at least 30 days' written notice, in advance, of any change of address and any change of telephone number within 30 days after the change; and</p><p>6. Notice that in determination of a spousal support obligation, the support obligation as it becomes due and unpaid creates a judgment by operation of law.</p><p>1982, c. 309; 1984, c. 456; 1988, c. 620; 1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0518'>518</a>; 1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0604'>604</a>; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0625'>625</a>; 2016, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0477'>477</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0615'>615</a>; 2018, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+CHAP0583'>583</a>; 2020, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0196'>196</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1227'>1227</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1246'>1246</a>.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-107.1:1|Court may decree as to maintenance of life insurance policy.|<p>A. Upon entry of a decree providing for (i) the dissolution of a marriage, (ii) a divorce, whether from the bond of matrimony or from bed and board, or (iii) separate maintenance, where an order for spousal support or separate maintenance has been entered by the court, the court may order a party to (a) maintain any existing life insurance policy on the insured party's life that was purchased during the marriage, is issued through the insured's employment, or is within effective control of the insured, provided that the party so ordered has the right to designate a beneficiary and that the payee has been designated as a beneficiary of such policy during the marriage and the payee is a party with an insurable interest pursuant to subsection B of § <a href='http://law.lis.virginia.gov/vacode/38.2-301/'>38.2-301</a>; (b) designate the other party as beneficiary of all or a portion of the death benefit of such life insurance for so long as the insured party so ordered has an obligation to pay spousal support to the other party, provided that the party so ordered has the right to designate a beneficiary and that the payee has been designated as a beneficiary of such policy during the marriage and the payee is a party with an insurable interest pursuant to subsection B of § <a href='http://law.lis.virginia.gov/vacode/38.2-301/'>38.2-301</a> in accordance with the terms of the policy; (c) allocate the premium cost of such life insurance between the parties, provided that all premiums shall be billed to the policyholder; and (d) order the insured party to execute all appropriate forms or written consents to require the insurer to provide information to the party beneficiary as to the good standing of the policy and the maintenance of that party as beneficiary to the extent required by the order entered pursuant to this section. Any obligation or requirement under such an order shall cease upon the termination of the party's obligation to pay spousal support or separate maintenance.</p><p>B. In making a determination under subsection A, the court shall consider:</p><p>1. The age, health, and insurability of the insured party;</p><p>2. The age and health of the payee spouse;</p><p>3. The cost of the life insurance policy;</p><p>4. The amount and term of the award of spousal support or separate maintenance;</p><p>5. The prevailing insurance rates at the time of the order;</p><p>6. The ability of either spouse to pay the premium cost of the life insurance; and</p><p>7. Such other factors as the court deems necessary or appropriate to consider in order to arrive at a fair order.</p><p>C. Upon motion of either party, any order entered pursuant to this section may be modified upon a material change of circumstances, including a change in marital status of the payor spouse, and in consideration of the factors set forth in subsection B. This provision shall not permit the change in marital status of the payor spouse to be considered as a factor under § <a href='http://law.lis.virginia.gov/vacode/20-107.1/'>20-107.1</a> or considered a material change in circumstances in any proceeding related to the modification of spousal support.</p><p>D. Nothing in this section shall be construed to create an independent cause of action on the part of any beneficiary against the insurer or to require an insurer to provide information relating to such policy to any person other than the policyholder without the written consent of the policyholder or unless ordered by the court.</p><p>E. Nothing in this section shall be construed to require an insurance company to renew or reinstate any insurance policy other than as provided in such insurance policy.</p><p>F. In the event a group policy issued by an employer that is subject to a court order pursuant to this section is terminated or canceled by the employer or there is an involuntary change in employment by the payor causing the policy to no longer be in effect, such circumstances shall not be the basis of any finding of contempt against the payor arising out of an order entered pursuant to this section.</p><p>G. This section shall not apply to any second to die insurance policies on the lives of the payor and payee.</p><p>H. In the case of a term life insurance policy that has the ability to convert to a permanent policy, the court shall not impose an obligation to pay for such a conversion.</p><p>2017, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0797'>797</a>.</p>
20|DOMESTIC RELATIONS|||||6|DIVORCE, AFFIRMATION AND ANNULMENT|||||§ 20-107.2|Court may decree as to custody and support of children.|<p>Upon entry of a decree providing (i) for the dissolution of a marriage, (ii) for a divorce, whether from the bond of matrimony or from bed and board, (iii) that neither party is entitled to a divorce, or (iv) for separate maintenance, the court may make such further decree as it shall deem expedient concerning the (a) custody or visitation and support of the minor children of the parties as provided in Chapter 6.1 (§ <a href='http://law.lis.virginia.gov/vacode/20-124.1/'>20-124.1</a> et seq.) or (b) support of a child over the age of 18 who meets the requirements set forth in subsection C of § <a href='http://law.lis.virginia.gov/vacode/20-124.2/'>20-124.2</a>, including an order that either party or both parties provide health care coverage or cash medical support, or both.</p><p>1982, c. 309; 1984, c. 651; 1986, c. 421; 1987, c. 597; 1988, cc. 794, 887; 1989, c. 740; 1991, cc. 60, 545, 588; 1992, cc. 585, 716, 742; 1993, cc. 573, 599, 633; 1994, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0719'>719</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>; 1996, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0331'>331</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0713'>713</a>; 2015, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0653'>653</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0654'>654</a>.</p>
