21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||1|SOIL CONSERVATION DISTRICTS LAW [Repealed]|||||§§ 21-1 through 21-112.21|Repealed.|<p>Repealed by Acts 1988, c. 891.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-367|Preparation and contents of drainage tax lists.|<p>The board of viewers, with the assistance of the engineer, shall immediately prepare, in duplicate, the assessment rolls, or drainage tax lists, giving thereon the name of the owners of land in the district, so far as can be ascertained from the public records, or, if necessary, from the survey made by the drainage engineer a brief description of the several tracts of land assessed, and the amount of the assessment against each tract of land.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 619; 1936, p. 1034; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-368|Assessment rolls to provide for bond interest payments.|<p>The first of these assessment rolls shall provide assessments sufficient for the payment of interest on the bond issue to accrue the third year after their issue, and the instalment of principal to fall due at the expiration of the third year after the date of issue, together with such amounts as shall have to be paid for collecting and handling of the same. The second assessment roll shall make like provision for the fourth year; the third for the fifth year; and in like manner for each succeeding year.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 619; 1936, p. 1034.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-369|Amount of tax levied.|<p>In each year commencing with the maturity of the bonds, the tax levied shall be 110 per centum of the maturing principal and interest on the bonds, in this manner providing for the payment of maturing principal and interest on the bonds one year in advance.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 620; 1936, p. 1034.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-370|Application of surplus to reduce assessment for following year.|<p>When the sum actually collected on any such assessment shall be more than sufficient to pay the principal and interest for the next succeeding year, a proper allowance for such surplus shall be made in the following assessment, and the percentage may be reduced accordingly.</p><p>Code 1919, § 1771; 1924, p. 711; 1926, p. 620; 1936, p. 1034.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-371|Assessment rolls to show time collectible; amount of assessment to depend on benefits.|<p>Each of such assessment rolls shall specify the times when collectible, and be numbered in their order, and the amount assessed against the several tracts of land shall be in accordance with the benefits received, as shown by the classification of ratio of assessments made by the board of reviewers.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 620; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-372|Signing rolls.|<p>These assessment rolls shall be signed by the chairman of the board of viewers and by the secretary of the board.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 620; 1936, p. 1035; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-373|Disposition of rolls.|<p>One copy of each of the assessment rolls shall be filed with the drainage record and one copy shall be delivered to the county treasurer, or treasurers of the county or counties in which the lands are located, after the clerk of the circuit court in which the petition was filed has appended thereto an order directing the collection of the assessments, and the clerk is authorized and directed to make and append such order.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 620; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-374|Assessment shall have effect of judgment and constitute lien.|<p>The assessments shall thereupon have the force and effect of a judgment as in the case of state and county taxes. These assessments shall constitute a lien upon the lands assessed with the payment thereof, second only to state, county and district taxes and levies and shall be collected in the same manner by the same officers as the state and county taxes are collected.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 711; 1926, p. 620; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-375|When assessment due and payable; when delinquent.|<p>The assessments shall be due and payable on the first Monday in September in each year, and if the same shall not be paid in full by the thirty-first day of December following, they shall be delinquent and shall be entered as such by the treasurer of the county in which the lands whereon the assessments are delinquent are located, on his copy of the assessment rolls, which entry shall be notice of the lien of any such delinquent assessment to the same extent as the entry of lands in the delinquent tax books is notice of the lien thereon.</p><p>Code 1919, § 1771; 1920, p. 611; 1924, p. 712; 1926, p. 620; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-376|Interest from delinquency; penalty.|<p>From the date of delinquency of any assessment it shall bear interest at the legal rate, and a penalty of five per centum of the assessment shall be added thereto.</p><p>Code 1919, § 1771; 1924, p. 712; 1926, p. 620; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-377|Notice of sale of delinquent land.|<p>If any assessment is delinquent for more than a year, the treasurer of the county within which the land assessed lies shall, after the expiration of such year, proceed to sell the land by having notice of such intended sale served on the record owner of the land, if he is a resident of this Commonwealth and his whereabouts herein is known, as process is served in actions at law, by publishing the notice of such sale in a newspaper published or having general circulation in his county, and by posting the notice at the courthouse door; such service, publication and posting shall be not less than thirty days in advance of the date set for the sale. Such publication and posting shall be sufficient notice of the sale to all parties in interest except the owner resident in this Commonwealth. Such notice with the return thereon, if it is served, and the certificate of the treasurer setting forth the date and medium of publication shall be filed by the treasurer in his office.</p><p>Code 1919, § 1771; 1924, p. 712; 1926, p. 620; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-378|Place of sale when land lies in more than one county.|<p>If the land upon which assessments are delinquent lies in more than one county, the treasurer of each county shall sell the portion lying therein.</p><p>Code 1919, § 1771; 1924, p. 712; 1926, p. 621; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-379|Time of sale of delinquent lands.|<p>The sale of the lands for failure to pay such assessments shall be made at the courthouse door of the county in which the lands are situated, between the hours of 10:00 in the forenoon and 4:00 in the afternoon of the first Monday in February of each year. If for any necessary cause the sale cannot be made on that date, the sale may be continued from day to day for not exceeding four days, or the lands may be readvertised and sold on the first Monday in March succeeding during the same hours without any order therefor. If the county treasurer for any reason fail to make sale of any lands on the first Monday in February or March in any year, he may sell the same upon the first Monday of any subsequent month in the same year or any succeeding year after giving notice as required by law.</p><p>Code 1919, § 1771; 1920, p. 612; 1924, p. 712; 1926, p. 621; 1936, p. 1035.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-380|Redemption of delinquent lands sold.|<p>The existing general tax law in force when sales are made for delinquent assessments shall have application in redeeming lands so sold.</p><p>Code 1919, § 1771; 1926, p. 621; 1936, p. 1036.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-381|Sufficiency of bids at delinquent sales.|<p>No bid at any sale shall be received unless sufficient in amount to discharge all the drainage assessments and other charges due by the delinquent lands or owner thereof, together with all costs and expenses of sale. If no sufficient bid be received, the board of viewers shall be deemed the purchaser at a sum sufficient to pay all assessments which are due, and costs, as above stated, and shall be entitled to receive a certificate of purchase and deed in the manner provided by law for purchases at tax sales. The board of viewers shall only be required to pay the costs and expenses of sale before receiving a certificate of purchase, and no lands shall be subsequently sold for drainage assessments while the board of viewers holds a certificate of purchase or deed therefor.</p><p>Code 1919, § 1771; 1926, p. 621; 1936, p. 1036; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-382|Rights of board of viewers at sale.|<p>The board of viewers shall be in like position and have the same rights and be subject to the same duties as the purchaser of lands at any tax sale under the general law.</p><p>Code 1919, § 1771; 1926, p. 621; 1936, p. 1036; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-383|Who may redeem.|<p>The owner of the lands so sold or any person having an estate therein or having a lien thereon may redeem the same in the manner provided by law; and if the board of viewers shall have been the purchaser of the lands, the amount paid in redemption shall include the sum bid therefor plus the penalty.</p><p>Code 1919, § 1771; 1926, p. 621; 1936, p. 1036; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-384|Board of viewers to pay treasurer.|<p>When the period of redemption has expired the board of viewers shall pay to the treasurer or treasurers of the county or counties in which the lands lie the balance of the amount representing its bid at the sale of the lands and any accumulated assessments on the lands, before it or its assigns shall be entitled to a deed therefor.</p><p>Code 1919, § 1771; 1936, p. 1036; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-385|Effect when board of viewers acquires land at sale.|<p>The board of viewers, after acquiring a deed for such lands, may hold the same as an asset of the project of which the lands are a part, and shall be liable for the payment of all drainage assessments and state and county taxes accruing after the sale at which the district was a bidder, and in all respects be deemed the owner of the lands and subject to the same privileges and liabilities as any other landowner, including the right to convey the lands for a consideration and pay the proceeds of the sale to the county treasurer for the credit of the district, of which such lands are a part, which may be distributed by the board of viewers for the benefit of the district in the same manner as other district funds.</p><p>Code 1919, § 1771; 1926, p. 621; 1936, p. 1036; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-386|Sale and collection according to general law.|<p>The sale of lands for failure to pay such assessments, and the collection of such assessments, except as herein provided, shall be in accordance with general law as to the collection of state and county taxes.</p><p>Code 1919, § 1771; 1924, p. 712; 1926, p. 622; 1936, p. 1037.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-387|Deed to purchaser.|<p>If no objection is made in any sale of land within thirty days after the date of sale, and the purchase price has been paid, the clerk of the circuit court of the county wherein the land lies shall convey to the purchaser the land sold by special warranty deed receiving therefor the fee provided by law for the conveyance of land sold for delinquent taxes.</p><p>Such conveyances shall be indefeasible to the same extent as a conveyance by a special commissioner acting under court appointment, and all persons having actual or constructive notice of the sale shall be precluded by such conveyance from thereafter objecting to the sale.</p><p>Code 1919, § 1771; 1924, p. 712; 1926, p. 622; 1936, p. 1037.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-388|Duty of treasurer to make payments of interest and principal of bonds.|<p>It shall be the duty of the treasurer of the county in which the land is located and without any previous order from the board of viewers, out of the amount received by him as aforesaid, to provide and pay the installment of interest at the time and place as evidenced by the coupons attached to the bonds, and also to pay the annual installments of the principal due on the bonds at the time and place as evidenced by the bonds; namely, so far as they affect and are liens by virtue of this chapter, upon the lands in his county, and any county treasurer shall be guilty of a misdemeanor, if he shall willfully fail to make prompt payments of the interest and principal upon such bonds, and shall likewise be liable in a civil action for all damages which may accrue either to the board of viewers or the holder of the bonds, to either or both of which a right of action is hereby given.</p><p>Code 1919, § 1771; 1920, p. 612; 1924, p. 712; 1926, p. 622; 1936, p. 1037; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-389|Change of assessment rolls on change of ownership of lands.|<p>If at any time before or after the preparation of the assessment rolls or drainage tax lists the owners of any lands within the boundary of the drainage project, which are liable for assessments or are assessed, should sell the whole or part of the lands, the board of viewers together with the assistance of the drainage engineer of the project, or any other competent drainage engineer, shall so prepare or change the assessment rolls to provide for the change in liability due to the change of ownership of the lands or part thereof. The new owner's name shall be added to the assessment roll and shall thereafter be liable for the drainage assessment upon that portion of the land purchased.</p><p>Code 1919, § 1771; 1924, p. 713; 1926, p. 622; 1936, p. 1037; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-390|Law governing sales.|<p>Sales of lands for delinquent assessments may be made either under the law which was in force at the time of the creation of the drainage district, or under that in force at the time of sale, as may be deemed by the county treasurer more effectual for the enforcement of the assessments and the protection of the interest of the holders of bonds predicated thereon. Any sales of lands heretofore made under either of such laws are declared valid and effectual.</p><p>1927, p. 16; Michie Code 1942, § 1771a.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-391|Notice of redemption.|<p>In any case where such sales have heretofore been made, or shall hereafter be made, and the purchaser of such lands desires a deed therefor, the treasurer shall give notice to all persons, who immediately prior to the sale were record owners of the lands, by publication once a week, for four successive weeks, in a newspaper of general circulation in the county where the lands are situated, in which publication the record owners shall be named, informing the owners that they may, within four months after the first publication of the notice, redeem the lands by paying the full amount of all assessments due for the year or years for which the lands were delinquent at the time of sale, together with the full amount of any assessments which may have become due upon the lands before their redemption hereunder, and together with all interest and penalties due upon the several amounts of such assessments.</p><p>1927, p. 16; Michie Code 1942, § 1771a.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-392|Repayment to purchasers on redemption; deed on failure to redeem.|<p>If any record owner shall redeem the lands, as aforesaid, it shall be the duty of the treasurer to repay to the purchaser at the sale, from the amount so paid in redemption, the amount paid by him for the lands so redeemed, with interest thereon; and thereafter the former owner so redeeming the same shall hold the same discharged from the lien of the assessments so paid by him, but subject to all assessments which may thereafter become due or be made upon the lands; but if the lands be not redeemed within the period, it shall then be the duty of the treasurer to execute and deliver to the purchaser of the lands a good and sufficient deed therefor, with special warranty, in which deed the clerk of the circuit court of the county shall join, and the purchaser shall thereafter hold the lands in fee simple, subject only to assessments thereafter becoming due thereon.</p><p>1927, p. 17; Michie Code 1942, § 1771a.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-393|Notice of issuance of bonds.|<p>The board of viewers of the county in which the petition was filed shall give notice by publication once a week for three successive weeks in some newspaper published in the county in which the project, or some part thereof, is situated, if there be any such newspaper, and also by posting a written or printed notice at the door of the courthouse and at five conspicuous places in the project, reciting that they propose to issue drainage bonds for the total cost of the improvement, giving the amount of the bonds to be issued, the rate of interest that they are to bear, and the time when payable.</p><p>Code 1919, § 1772; 1926, p. 623; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-394|Payment of full amount by landowner.|<p>Any landowner in the project not wanting to pay interest on the bonds may, within fifteen days after the last publication of the notice, pay to the treasurer of the county in which his land is located the full amount for which his land is liable, to be ascertained from the assessment list, and the certificate of the board of viewers showing the total cost of the improvements, and have his lands released from liability to be assessed for the improvement; but such land shall continue liable for any future assessment for maintenance or for any increased assessment authorized under this chapter.</p><p>Code 1919, § 1772; 1926, p. 623; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-395|Defense; waiver.|<p>Every person owning land in the district who shall neglect or fail to pay to the treasurer of the county in which his land is located the full amount for which his land is liable, within the time above specified, shall be deemed as consenting to the issuance of the drainage bonds, and in consideration of the right to pay his proportion in installments he thereby waives his right of defense to the payment of any assessments which may be levied for the payment of the bonds, because of any irregularity, illegality, or defect in the proceedings prior to such time, except in case of an appeal, as hereinbefore provided, which is not affected by this waiver.</p><p>Code 1919, § 1773.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-396|Issuing bonds; amount.|<p>At the expiration of fifteen days after publication of notice of bond issue, the board of viewers of the county in which the petition was filed may issue bonds of the drainage project for an amount equal to the total cost of the improvement, including all costs as allowed under the terms of this chapter, less such amounts as shall have been paid in cash to the county treasurer, or treasurers, plus an amount sufficient to pay interest on the bond issue for the three years next following the date of issue.</p><p>Code 1919, § 1774; 1920, p. 612; 1926, p. 623; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-397|Interest and maturity of bonds.|<p>The bonds shall bear not more than six per centum interest per annum payable semiannually, and shall be paid within thirty years, the first installment of principal shall mature at the expiration of three years from the date of issue.</p><p>Code 1919, § 1774; 1920, p. 612; 1926, p. 623.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-398|Sale of bonds and disposition of proceeds.|<p>The board of viewers, after widely advertising the sale of the bonds in such publications as they deem necessary, may sell the bonds upon the approval of the court or the judge thereof, to the highest bidder, or bidders, and devote the proceeds to the payment for the work as it progresses, and to the payment of the interest on the bonds for the three years next following the date of issue, and to the payment of outstanding indebtedness and the other expenses of the project provided for in this chapter, including a reasonable attorney's fee to counsel for conducting the proceedings, the amount of such fee to be fixed by the court.</p><p>Code 1919, § 1774; 1920, p. 612; 1926, p. 623; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-399|Same; records.|<p>The proceeds derived from the sale of such bonds shall be for the exclusive use of the levee or drainage project specified on their face, and the bonds shall be numbered by the board of viewers and recorded in the drainage record, which record shall set out specifically the lands embraced in the project on which the tax has not been paid in full, which land is to be assessed as hereinafter provided.</p><p>Code 1919, § 1774; 1920, p. 612; 1926, p. 623; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-400|Right of holders on default.|<p>If any installment of principal or interest represented by the bonds shall not be paid at the time and in the manner when the same shall become due and payable, and such default shall continue for a period of six months, the holder or holders of such bond or bonds upon which default has been made shall have a right of action against the board of viewers wherein the circuit court may issue a writ of mandamus against the drainage project, its officers, including the county treasurer, or treasurers, directing the levying of a tax or special assessment as herein provided, and the collection of the same, in such sum as may be necessary to meet any unpaid installment of principal and interest and costs of action, and such other remedies are hereby vested in the holder or holders of such bond or bonds in default as may be authorized by law. The right of action is vested in the holder or holders of such bond or bonds upon which default has been made, authorizing them to institute suit against any officer on his official bond for failure to perform any duty imposed by the provisions of this chapter. The official bond of any county treasurer shall be liable for the faithful performance of the duties herein assigned him. Such official bonds may be increased by the governing body of any county or the board or party having such authority.</p><p>Code 1919, § 1774; 1920, p. 613; 1926, p. 624; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-400.1|Bonds mutilated, lost or destroyed.|<p>Should any bond issued under this chapter become mutilated or be lost or destroyed, the board of viewers may cause a new bond of like date, number and tenor to be executed and delivered in exchange and substitution for and upon cancellation of such mutilated bond and its interest coupons or in lieu of and in substitution for such lost or destroyed bond and its unmatured interest coupons. Such new bond shall not be executed or delivered until the holder of the mutilated, lost or destroyed bond (1) has paid the reasonable expense and charges in connection therewith and (2) in the case of a lost or destroyed bond, has filed with the board of viewers and the county treasurer satisfactory evidence that such bond was lost or destroyed and that the holder was the owner thereof and (3) has furnished indemnity satisfactory to the county treasurer.</p><p>1962, c. 202.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-401|Exemption of bonds from taxation.|<p>The bonds and coupons issued under and by authority of this and other sections of this chapter shall be exempt from all county or municipal taxation or assessment, direct or indirect, general or special, whether imposed for purposes of general revenue or otherwise, and the interest thereon shall not be subject to taxation as for income, nor shall such bonds and coupons be subject for taxation when constituting a part of the surplus of any bank, trust company, or other corporation, but when constituting a part of such surplus shall be deducted from the total assets in order to ascertain the taxable value of such shares.</p><p>Code 1919, § 1774; 1920, p. 613; 1926, p. 624.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-402|Changing assessments to conform to judgment.|<p>Where the board of viewers has confirmed an assessment for the construction of any public levee, ditch, or drain, and such assessment has been modified by the court to which an appeal has been taken, but for some unforeseen cause it cannot be collected, the board of viewers shall have the power to change or modify the assessments as originally confirmed to conform to the judgment of the higher court, and to cover any deficit that may have been caused by the order of the court or unforeseen occurrence.</p><p>Code 1919, § 1776; 1926, p. 624; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-403|Ratio of relevy.|<p>The relevy shall be made for the additional sum required in the same ratio on the lands benefited as the original assessment was made.</p><p>Code 1919, § 1776; 1926, p. 624.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-404|Payment of assessments from proceeds of sale of land.|<p>If any person, or any number of persons, claiming to have a title to any tract or tracts of land subject to assessment or drainage tax, shall fail to pay an annual assessment levied against such lands, and a county treasurer shall be compelled to sell such lands under the law for the purpose of making such collection, the net proceeds of such sale shall be held by him and disbursed for the purpose of paying the current assessment and future annual assessments so far as the proceeds may be sufficient.</p><p>Code 1919, § 1776; 1926, p. 624.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-405|Procedure when value of land not equal to future assessments.|<p>When the fund in the custody of any county treasurer shall be exhausted in the payment of annual assessments against such lands, or there shall not be a sufficient sum to pay the next annual assessment, such treasurer shall immediately give written notice to that effect to the chairman of the board of viewers of the county in which the petition was filed, and to the clerk of the board, and also to the clerk of the circuit court of the county for which he is treasurer, whereupon the board of viewers for the county in which the petition was filed shall institute an investigation of the tract or tracts of land to determine the market value thereof, and if they shall find the market value of the tract or tracts is not equal to all the future annual assessments to cover its share of installments of principal and interest on the outstanding bonds, they shall proceed to make new assessment rolls on all the remaining lands in the project and increase the sum in sufficient sums to equal the deficit thereby created, and such new assessment rolls shall constitute the future assessment rolls until changed, according to law, and shall be certified to the proper county treasurer or treasurers as herein provided in lieu of the former assessment rolls.</p><p>However, the tract or tracts of land which have been so sold by any county treasurer shall continue on the assessment rolls in the name of the new owner, but reassessed upon the new basis, and the drainage tax collected at the same time and in the same manner as other lands, so long as the lands may have sufficient market value out of which to collect the annual drainage tax, and when such lands shall fail to have such value, or shall be abandoned by the person claiming title thereto, the board of viewers may omit the same from the assessment roll; but the lands may in the same manner at any time in the future be restored to the assessment rolls.</p><p>Code 1919, § 1776; 1926, p. 624; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-406|Surplus in hands of treasurer.|<p>If the funds in the hands of any county treasurer at any time arising under §§ <a href='http://law.lis.virginia.gov/vacode/21-403/'>21-403</a>, <a href='http://law.lis.virginia.gov/vacode/21-404/'>21-404</a>, <a href='http://law.lis.virginia.gov/vacode/21-405/'>21-405</a>, <a href='http://law.lis.virginia.gov/vacode/21-408/'>21-408</a> or <a href='http://law.lis.virginia.gov/vacode/21-409/'>21-409</a>, or in any other manner, shall be greater than is necessary to pay the annual installments of principal and interest, or the annual cost of maintenance of the drainage works, or both, such surplus shall be held by the county treasurer for future disbursements for other purposes as herein provided or subject to the order of the county board of drainage commissioners of the county in which the petition was filed.</p><p>Code 1919, § 1776; 1926, p. 625.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-407|Impairment or destruction of work during construction.|<p>If there shall be any impairment or destruction of the drainage work by any unforeseen cause or occurrence not anticipated during the period of construction by the contractor, the contractor shall nevertheless repair and complete the works according to the contract and specifications, and shall be liable therefor and also his sureties on his bond.</p><p>Code 1919, § 1776; 1926, p. 625.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-408|Default by contractor.|<p>If the contractor shall make default and if there shall be a failure to collect all the damages from such contractor and the sureties upon his bond, and it shall thereby be necessary to raise a greater sum of money to complete the drainage works in accordance with the plans, or for any other unavoidable cause it shall be necessary to raise a greater sum to complete such drainage work, the board of viewers of the county in which the petition was filed shall prepare new assessment rolls upon all the lands in the project upon the original basis of classification of benefits, and increase the same in sufficient sums to equal the deficit thereby created, and the same shall constitute the new assessment rolls until changed according to law, and shall be certified to the county treasurer or treasurers as herein provided.</p><p>Code 1919, § 1776; 1926, p. 625; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-409|When additional bonds may be issued.|<p>If for any of the causes hereinbefore recited, or for any other cause, a sum of money greater than the proceeds of sale of the drainage bonds shall become necessary to complete the drainage system, and the board of viewers shall determine that the amount to be raised is greater than can be realized from the collection of one annual assessment upon the lands in the drainage project without imposing an undue burden upon the lands, or if it is advisable or necessary to raise the money more expeditiously, then and under such conditions additional bonds may be issued in such aggregate sum as may be necessary.</p><p>Code 1919, § 1777; 1926, p. 626; 1954, c. 642.</p>
